NIT,NOMBRE,CALIFICACION
27083210478,Hurlee Plascott,2.78
55055537722,Barrie Crudge,4.34
93711537776,Bethena Guillford,1.1
19767704794,Alexandr Kimberly,2.77
67538529219,Maria Fritchly,2.14
29741024114,Euphemia Shropshire,4.08
35199431547,Cal Ector,3.62
93817316970,Nana Hinks,4.48
44391458579,Gonzales Yurov,1.45
66990584710,Bobbe Gretton,4.72
13560275001,Arch Verriour,3.22
62041368048,Kali Bunner,1.94
24037773840,Hugo Witson,4.44
66256983222,Irena Kayser,2.17
12346146534,Torrie Hessel,4.75
83142110656,Mahala Rising,2.18
44044844760,Meredith Juares,3.91
26697004209,Barbe Peace,3.13
42259189678,Zarah Orlton,4.6
64057034672,Fredric Bynold,1.01
93991012081,Arri Pattini,2.08
83173224580,Beck Higginbottam,4.36
64434126109,Pennie Braven,2.09
81093982270,Lucina Hatto,1.09
13085565939,Sax Wakefield,3.67
63009886269,Petronella Ridings,2.41
15343729875,Angelle Boame,2.6
01265678880,Matt Bushell,1.95
02308483583,Amalle McNally,3.8
47067148937,Sally Gumley,2.69
62979930600,Aubine Shalcros,3.31
44442831744,Janaya Erskin,3.07
01978787621,Miranda Cumber,1.97
96445139063,Pierette Gullane,2.33
62125528682,Silvain Winterbottom,1.05
58160277116,Matias Babington,3.76
84317185437,Cinda Evert,2.47
16467033355,Lin Denisovo,1.54
12687847893,Sileas Jatczak,3.93
09184180827,Raquela Carradice,1.03
40401443839,Conny Mottinelli,4.73
86005750477,Nicoli Bartholin,3.96
95967251625,Hinze Holborn,3.58
31326456245,Trixie Thunnercliffe,3.39
00421211168,Bertie Downage,2.6
77185860635,Kipper Brockington,4.8
62412486086,Noni Ayerst,3.58
88579107343,Eleanor Leathlay,4.01
69468017097,Lamond Everard,3.5
86394478532,Moll Blaver,1.43
98422672998,Ansell Treffrey,1.01
10793972701,Fredia Carnall,1.75
60963750786,Richart Haddinton,2.21
30845925233,Ingeberg Ingilson,1.6
27283913375,Barty Robertelli,1.83
18907781356,Leila Shadrach,1.58
38579713145,Rubetta Meneur,1.43
59332810360,Ian Haughey,2.34
29103572666,Ralf Banks,3.53
33596772230,Bill Ternent,2.32
55951711210,Rollins Zealy,3.95
60301687197,Archibold Ferenczy,2.28
34886044635,Linette Durkin,3.19
79083439884,Weston Black,4.6
85793253313,Mendel Fisby,4.01
00059513741,Brandy Quoit,3.21
88394165869,Alanna Juckes,2.78
17066337747,Madelyn Merit,3.44
39740976647,Morly Hearsum,3.5
90978335488,Collette Chamley,1.49
79663166225,Oliy Biernat,4.73
87372245984,Camella Leipnik,1.3
13504315142,Bethanne Brookwell,3.0
04168856909,Davy Aleksandrev,1.7
07518246445,Ettie Habberjam,2.43
16850050310,Somerset Lawton,2.23
75482577684,Felicdad Womersley,1.1
52571223372,Felipa Furbank,2.17
95314041652,Haily Bischop,4.64
18622496487,Paulina Lambdon,4.39
46740544225,Ingar Gilks,2.44
58791001798,Cullen Vedenyakin,1.23
45247949594,Leicester Belchamp,2.51
60530308307,Lucas Rosenqvist,3.86
23160957817,Nikolaos Adamovitz,3.85
00826639875,Aundrea Thayre,4.24
96346859775,Elvira Besse,1.94
40504803663,Nils Rouf,3.98
96741359435,Byrle Gogin,3.46
98686203614,Mikey Merrison,1.06
85882219131,Obidiah Brauns,2.34
09687172271,Barde Bessant,4.19
31805012425,Maxwell Sparling,3.23
29699823259,Vin Bottjer,4.4
11255126716,Clyve Canby,2.27
62017064026,Waneta Christauffour,2.04
17425763508,Ruby Duffield,3.48
62163152454,Michaela Tearle,1.61
77043549038,Jerrilyn Extill,1.55
24930413479,Tye Spira,1.32
01822702047,Alister Bleesing,1.7
25750479346,Oralee Terrey,1.91
26807072007,Trina Vigours,3.95
96639726220,Eddie Pawelek,2.72
29397042642,Keelia Seman,2.71
63496457105,Erin Allix,2.4
44629575710,Kinny Hankinson,1.34
69016692909,Bonnibelle Pocke,2.29
87359246115,Ignatius Ethelstone,1.87
55263557744,Thorpe Forryan,3.51
66312118921,Cati Gosnall,4.56
69037873051,Dermot Deveral,1.51
34827074365,Gusella Sowersby,1.62
96212591499,Joachim Urian,2.87
42104369540,Tawnya Grece,3.48
44805514062,Rog Crumley,4.04
30233229054,Luciana Gerriets,1.38
75664194963,Whit Beacock,3.5
60760599256,Nada MacIan,1.2
82588086707,Eba Penketh,2.61
60086202876,Ulla Kase,1.56
03470738719,Lorettalorna Croll,4.48
88686133040,Jessy Orsman,1.78
30494307832,Barby Bianco,1.61
69432412871,Angus Milch,3.1
32375671756,Lucine Allnutt,2.86
22716974404,Davey Chillingsworth,1.71
46573647541,Colleen More,4.09
46496449712,Em Orniz,1.28
13304083349,Tawsha Mairs,2.25
68553682952,Antonie Addicott,3.61
58616200834,Arne Messent,2.08
63044816018,Ravid Snelson,2.77
88654590643,Elwood Bartlett,1.84
76085216655,Marisa McEllen,4.73
64604224981,Lexi Facey,3.94
31537356294,Kaitlynn Stanton,4.54
33315976708,Darcey Ive,1.33
36638548588,Ingemar Labes,2.5
05421929307,Patience Philpotts,1.7
34058496518,Andrew Battelle,4.24
26311569840,Ofella Manilow,2.6
17761608409,Gnni Beckford,1.59
04549912690,Moria Timcke,3.0
57582504836,Nadean Hesse,1.67
51700059429,Bess Sheppard,2.04
93008656946,Bianka Oldacres,2.58
26449149232,Melodie McCaskill,4.62
09185566033,Ruthie Pardy,2.32
44208582315,Ruby Longmead,1.7
00728142990,Keane Whimper,2.24
82122705781,Latisha Haseley,4.55
29585711128,Josh Bilby,3.14
82427556411,Adorne Spavon,1.24
49447584585,Nonna Bondesen,4.23
33642423530,Felice Wearden,1.37
76971842859,Eadmund Sallis,1.02
90906887238,Valry Laxston,1.54
65254290986,Pauly Milsom,1.38
66716546481,Hedwig Latimer,3.78
34418060273,Chauncey Batts,1.07
89786302461,Reeba Kiljan,3.16
33239312485,Jessi Giggs,4.97
85670836134,Jessica Topp,3.17
97007601374,Heindrick Trineman,4.49
47082618186,Husein Squibbs,3.64
79281573702,Golda Del Monte,2.87
13591874930,Janith Pridding,3.27
38366118295,Quinlan Donaher,4.57
05157609003,Cornall Corballis,3.47
27415066363,Lilly Massinger,2.73
95908138603,Beniamino Hardage,2.85
35244137725,Wilbur Berrisford,2.73
25455287815,Lana Osgar,2.78
16848914252,Mathias Langfat,1.7
88355263118,Norean Nowak,2.53
26046987394,Melitta Ware,1.36
21275744165,Ferris McBrier,1.16
07684718850,Bethena Llywarch,4.25
64790603374,Wolfgang Wilkin,3.26
84352013938,Lauri Mulder,3.26
10272799145,Sherri Thridgould,4.63
03154491364,Cordell Affleck,4.64
16857350172,Audi Lockyear,4.21
32764098264,Celestina McNeice,4.5
87151279229,Griffin Vye,1.6
10468477303,Reiko Giorgeschi,3.01
25637240831,Eada Sambells,1.65
79252322176,Amery Diament,4.94
58020098374,Theodoric Sarfass,3.23
08240644785,Roderich Trowl,4.52
73445093895,Joellen Corps,4.17
55807421897,Konstantine Groucutt,1.22
44249098192,Gordy Gresley,2.64
55667165213,Batsheva Colbridge,4.49
59944336102,Sabine Reams,4.74
25737621496,Tobye Corstan,4.64
06319188923,Fredericka McKim,4.33
63486401009,Culley McElane,3.14
53983537690,Nanci Pechet,4.05
31465101802,Simonette Lugton,4.94
33522534140,Jeannine Morcomb,4.23
33165222053,Loutitia Ballach,1.34
25855034496,Parker Muspratt,1.43
49042712668,Aprilette Monksfield,3.01
04201468966,Marilin Smeeth,2.46
27874396887,Jourdain Gravenall,2.93
77199249402,Nixie Joddins,3.69
11876691082,Teddy Hardern,3.96
45212743496,Trace Tryme,2.1
40011485288,Xenos Butter,1.41
85228965550,Fidelio Bridgestock,3.91
40757887779,Chiquita Tilzey,4.44
20644322825,Kylie Billison,4.19
85518809018,Megen Le Borgne,4.65
18425434019,Kellyann Baddiley,2.54
75112226775,Berti Wash,2.03
80259600982,Immanuel Stonelake,3.08
12809358878,Bert Helm,3.94
23230135489,Teddy Serrels,3.14
36501885061,Tonie Plumptre,4.5
76999248405,Sayre Rostron,4.5
53540149538,Val Bowerman,2.78
50537251311,Sherm Wybrew,1.44
66701250490,Fidelio Leband,3.75
46658150436,Giavani Sunley,1.61
26422240483,York Charte,2.07
40137673036,Jesus Rene,2.15
99977665702,Kissiah Copperwaite,3.92
08119466173,Cornall Baudou,2.94
14751073712,Dale Kennea,4.7
18713999643,Reeta Hubbard,2.72
50088774663,Cate Benzies,3.37
58669231039,Ariel Skitch,4.27
62528426488,Raff MacSherry,3.5
48916835850,Letty Yurkov,2.76
33689862265,Marcia Sommersett,4.95
56020938897,Marlin Stokes,4.6
60033562078,Verile Popeley,3.45
51191604725,Haze Matveiko,1.65
35178624391,Ashil Tedridge,1.78
24223348522,Cristabel Gummery,1.3
16534054325,Barbaraanne McCaughey,4.06
08324966393,Kermy Andreone,4.48
13157357837,Page Maciaszczyk,4.0
39837327163,Martie Bourthouloume,4.11
08603756618,Shina Millichap,4.8
70453142900,Cristina Heggie,3.76
01495864821,Ronnie Grumble,1.41
99777519100,Caron Titmuss,1.53
41404143191,Inger Slane,1.89
84473280864,Alexio Lowde,4.38
26648569150,Sheeree Exroll,3.63
76573281774,Hildegaard McAulay,2.49
30928536311,Joyce Killingbeck,4.13
66114122431,Clary Orrom,1.35
78943117722,Lilith Tomankiewicz,1.87
81550112257,Gothart Androsik,3.86
13613695613,Rem Wurst,4.31
76051487557,Gregor Valintine,4.35
78273445932,Seana Cathrall,2.58
56506399474,Hilario Rummings,1.6
81822949315,Petey Domerque,2.46
30249158419,Beryl Pettican,2.31
15557946953,Colin Warn,1.3
58856570300,Patrica Bewsey,2.88
29829339072,Verina Vreiberg,2.48
95310174730,Karolina Overstall,3.46
69593283962,Raquel Cope,2.5
47273819940,Joly Luparti,3.53
55199135515,Cosmo Lionel,3.5
77632539065,Vinny Marde,2.69
24972156824,Lacee Cockney,1.38
37535498236,Dasha Izakovitz,2.84
15257810503,Franzen Ors,2.12
24952259746,Ber Whitter,1.09
23965353686,Berna McSherry,1.95
44286995856,Shane Reace,4.8
11781695296,Demetris Byre,1.82
52108286515,Rosemaria Rosnau,2.1
07287831246,Bear Pear,4.53
14158214767,Carney Longbothom,2.13
61194176115,Berkeley Aireton,4.94
38258500846,Katine Colqueran,3.1
54808175888,Marketa De Gouy,2.34
33734248749,Nada Elsmore,4.89
12688351181,Rivkah Ousby,1.81
32714513230,Roscoe Iglesiaz,1.55
88769069907,Alika Chappelle,1.5
73203597745,Ase Withrop,4.13
73386296270,Ty Busfield,2.08
68879085928,Mariam Mattschas,4.82
35981175027,Ora Batterson,3.96
54113442782,Karlee Schrinel,2.62
61760981547,Garold Vango,2.77
43079961642,Lowrance Niblo,2.81
19977814426,Malvin Farlane,4.66
85328163687,Aurelie Tellenbrook,3.95
40905027400,Yancy Itzkovitch,1.13
98751366942,Melinde Thumann,3.16
00295399822,Tildi Arnao,3.54
58652665953,Casper McLanaghan,1.61
47530859128,Maurita Pargiter,3.32
83303197054,Alejandro Dermot,2.43
40698380343,Salvidor Kelso,4.22
27268363710,Bax Fairlam,2.26
43382643658,Megen Cud,4.94
54831995466,Zebedee Recke,4.15
59581891248,Eleanor Benoey,4.71
16786925409,Jarrod Custard,3.55
85287149465,Valle Kersting,1.32
44081871315,Rhianna Dono,4.06
80252640524,Sloane O'Canavan,3.24
77639425083,Cathe Trayhorn,3.03
67113521805,Vitoria McOmish,4.17
46099737929,Emmey Crut,4.56
56933598141,Carolee McRinn,2.89
88995391987,Susannah Fedder,3.94
21227278991,Waylan Faichnie,4.92
71447684002,Gaynor Ferrai,4.49
32378819187,Jayme Guile,2.77
59648429947,Adi Ilyinykh,1.6
03068602687,Diann Barkly,3.36
21259544474,Candie Trevorrow,1.87
77220949834,Jacintha Wodeland,2.14
81683608326,Ben Walbrook,3.66
10414438658,Iggy McLoney,2.87
13585826723,Brockie Birtley,4.87
00823679863,Marion Nertney,1.38
81501387918,Cornie Heaseman,2.74
44325426746,Fania Reap,2.77
62397648183,Elyse Penner,2.76
20677001766,Graeme Galliard,2.99
28889861313,Reube McMurray,2.03
71517623798,Justus Filipychev,1.36
31627954605,Wilmar Basilio,1.66
76501255462,Marleen Killner,4.77
84248219872,Merralee Carletti,3.84
41522176182,Poul Fitzer,4.22
08636728565,Fredek Bracknell,1.2
69349376017,Edouard Swansbury,4.11
78458268038,Liliane Cakebread,1.97
08556563767,Dolores Brothers,2.46
16595250375,Crista Baldree,3.63
00229743814,Lynnelle Ashford,4.32
10183240041,Novelia Kordes,1.71
30691577733,Sophronia Iiannone,4.72
44529623222,Bee Pumphreys,4.87
76553524617,Huey Panas,4.84
57287348197,Tatiana Pretsell,4.43
67960163632,Sela Jozef,3.18
41050884570,Kathie Tampen,4.77
77984372869,Karim Heintsch,1.07
47504701910,Shayla Dysert,4.91
72834335570,Alyssa McSherry,4.89
63655069030,Guy McGeagh,4.1
12870481863,Cristy Brougham,3.99
10879216867,Rosalind Bartolomeo,1.03
96113324461,Virgie Gearing,1.96
43647939996,Guglielmo Mateos,1.47
24258260483,Willdon Braz,4.02
46514629999,Gerek Trewhella,3.09
23898688569,Gerrie Creagh,2.7
63815397350,Abra Woolway,1.87
19020792048,Carine Milby,2.9
19822432818,Jeremiah Romanelli,1.57
04605836984,Kennedy Mamwell,4.69
84573237307,Rolfe Vamplew,2.32
19801858897,Cazzie Mustoe,2.44
88961498247,Carlyle Izachik,4.82
56765053163,Kanya Clingan,2.38
18149734627,Kile Lett,1.54
23356485398,Nessy Maden,1.88
16599593716,Nil Harvison,3.43
37456472875,Sheryl Islep,1.6
74366153869,Delmer Hamblett,2.67
41643988339,Lira Sheppey,4.78
30601433379,Nobie Dockrell,4.5
92154438962,Ynez MacBrearty,2.52
25179892708,Thurstan Pitrelli,4.22
15662406957,Lexine Conti,1.91
92235107376,Luise Matlock,2.71
22842335626,Winfield Chadbourne,3.26
49727494277,Dionis Ellingford,1.5
79248933419,Borden Amburgy,4.18
00190944478,Christie Jaquemar,2.04
04427464352,Gabey Bitcheno,1.07
87236467030,Nesta MacNish,4.14
83237771780,Waring Forgie,3.17
56478462367,Albertine Cosgriff,2.31
01301803335,Florie McWard,3.84
54853495222,Viviene Anstee,3.74
44557530425,Fernande Luc,1.01
59564431088,Hansiain Boake,1.35
52817472597,Lanie Swaite,2.13
66486050210,Wenda Zoane,2.48
52839893972,Sela Scholes,4.93
38207069767,Barby Swatten,1.26
72826173201,Hatti Whybrow,3.96
81081255209,Nikolia Meineck,1.37
04160819525,Flor Eyre,2.12
37033021978,Zeke Sarsons,1.28
26174278997,Dalt Danelut,4.33
11657973821,Robyn Peek,4.11
25496629873,Clarance Cordaroy,4.4
64627364026,Sunshine Swetland,1.26
34545569985,Brander Kowalik,4.21
74820056235,Darryl Lincke,3.11
37193756361,Hunter Danielkiewicz,4.94
16013504100,Cherice Griggs,3.53
17824018479,Ellswerth Skarr,2.73
73633424322,Aubree Peplay,2.27
34115860444,Crosby Vasilik,3.51
86448432228,Dallon Summerson,4.28
86055293036,Cordie Zanioletti,3.88
85167496838,Lianna Lippiett,3.78
44140235499,Shirlene Knolles-Green,3.6
48742178630,Tatum Pedrozzi,4.92
73316867004,Margarethe Niblett,2.25
76573737270,Filmer Roskilly,1.71
88386873349,Felice Fetherstone,3.68
42280245192,Nancey Bagby,3.47
17104529917,Avie Backshill,2.49
88211240481,Johnathan Kirkness,3.43
96713960736,Chrystel Bold,4.9
16648574994,Ardella Juares,4.54
83908875873,Erwin Spinney,2.65
45731427371,Stacie Bachura,1.72
74903843133,Car Nesfield,3.85
35058804691,Bailey Learmouth,1.26
76045599221,Ignazio Sopp,4.62
58732074180,Reinaldos Lowsely,1.67
65009805463,Philippe Beecraft,2.46
40138452180,Waylan Ekins,3.36
18598464321,Aura Smooth,2.97
59242061125,Rozalin Dalling,4.33
53583912392,Marcus Shillam,4.95
97567744281,Boycie Edmott,4.25
52982112335,Kimmy Profit,3.1
01189904828,Marchall Gallimore,4.07
14267320265,Amalea Di Biagi,1.64
74326477893,Benedick Stuchburie,3.76
85752210071,Pandora Harse,2.56
59511899214,Kippie Raine,3.49
14198808711,Duky Springate,1.71
06090744242,Skylar Filippov,4.1
92370913552,Charleen Eldridge,4.28
51310084096,Colly Reitenbach,4.42
25542265741,Vanna Bond,2.64
11927041263,Alain Roose,4.37
34873042692,Coleen Astle,3.94
22324560391,Dosi Culshew,4.38
16128752105,Elene Crumby,4.74
64457337293,Addison Downham,2.0
72607174432,Jayson Gittings,1.36
12622655353,Nickey Chopping,2.15
82414442955,Sheelagh Edwin,1.71
12393373098,Fielding Lamberti,4.17
50772661693,Gerti Baudouin,2.64
01270397770,Lydie Legg,3.31
48472395550,Delbert Chazette,2.48
54762831993,Inessa Warin,2.35
66137890275,Brad Van der Brug,4.44
08800560475,Glenda Bram,4.53
88355612738,Hakim Bennitt,1.72
26673494920,Orelee Aldridge,2.17
93980346454,Deerdre Stucke,3.57
42145123859,Yvon Spuner,3.41
73337689656,Richard Cotta,2.77
87144407818,Gawen Esslement,1.63
13884867642,Bil Hillborne,2.66
47586133835,Hill Yesenin,4.77
98997875455,Yolande Zoppo,4.8
78287330061,Imogene Nannini,4.96
34414942583,Jone Sargerson,1.94
54754552160,Jerrie Swindells,1.81
10902391028,Edi Jollie,3.85
21983520164,Erich Ruddin,2.93
68013491080,Corny Drance,2.59
12623831172,Ivy Ell,2.89
95784456367,Brianne Dennistoun,4.01
99546272045,Chilton Matthew,1.23
99576136788,Koral Giacubbo,3.26
75918122747,Maxie Heinecke,3.21
88985566597,Neile Stranieri,3.89
44208308618,Caressa Weighell,3.56
40734885100,Terese Huyton,4.44
44556068276,Karlee Bosomworth,3.2
81304713515,Jessy Phillot,2.19
84865232801,Brice Minerdo,3.27
23297617501,Lorrayne Castro,1.2
17094284859,Larisa Wayland,3.04
44717245366,Min Pantone,3.79
09428741173,Courtnay Gregoratti,3.4
23807812236,Benoit Atte-Stone,3.43
27217182908,Shannon Maestro,1.98
86798437322,Kristan Jennens,1.25
80694724260,Noble Lavers,3.62
90112128876,Michal Mushet,1.66
28944987160,Zorana O' Donohoe,1.23
83399043960,Tuckie Waghorn,2.67
33903879593,Ulrikaumeko Dugood,2.73
47824920397,Hali Scotchmoor,2.71
17703488570,Robinson Millis,4.99
96335721973,Hamnet Chettle,1.15
61033934655,Darsey Benninger,4.43
80365352820,Felicio Krolik,1.76
38594424332,Carlye Orta,4.56
14992406567,Claire O'Mara,3.36
69758278312,Paola Kienlein,1.12
62284023319,Aluino Cottey,1.32
26949167380,Marcelo Jakubovitch,3.3
01535763683,Phillipp Mandell,4.02
38287532366,Noelle Stanwix,2.11
55802901567,Arluene Woolcocks,4.91
45014936392,Darius Boyer,4.78
48849226125,Cherin McQuaid,2.65
98087877770,Sutherlan Heape,4.86
56877432807,Margy Arnecke,1.74
81596232551,Cassius Keppe,3.1
16415152020,Mady Bloxham,3.44
98688088893,Cindie Sandey,1.07
99490595060,Bernarr Nail,4.1
58649954250,Dulsea Kingswood,1.24
11198178259,Devi Layfield,4.26
98149888973,Jacqueline Batie,3.15
32707267790,Peter Strachan,2.72
52553288244,Yovonnda Valentetti,3.36
84304776219,Vida Bulluck,3.29
26142645009,Tonye Skells,3.78
39321542863,Berta Cazalet,1.04
88945006455,Arlin Ciotto,1.89
59277357692,Diandra Postlethwaite,3.05
83492632749,Iris Walsh,2.39
98757786656,Bibbie Downham,2.93
17390690513,Ambrose Coggell,2.2
97372187652,Perceval Janz,2.47
50930037538,William Stansell,1.53
51078678862,Hershel Stanbra,1.74
68319098274,Maurizio Purnell,2.56
38961311227,Aubry Maruska,1.89
50831946521,Millicent Alvarez,2.51
35918167090,Pam Oleszkiewicz,2.02
07982727593,Arne Mound,3.24
61105921181,Johnathon Hodjetts,3.31
29985483540,Dollie Blowen,2.47
85881575293,Shela Monson,3.22
74054652139,Bentlee Tebbs,2.84
47480595973,Tobe Berens,4.72
06621463793,Quintilla Hadlee,2.29
98168166698,Micki Orsman,4.42
48693444477,Beryl Mapledoram,4.1
97833314959,Kevin Skyram,4.57
13047806101,Arney Huyhton,4.65
56943474769,Cordula Vispo,3.35
42953801017,Rudolf Sharpling,1.19
62775626949,Esmeralda Gorelli,1.2
65236460103,Athena Domeny,3.07
61532293908,Timmie Rundall,1.92
48701130138,Arabela Godain,2.24
48338319911,Dare Rate,3.66
22782427813,Mic Pattisson,1.36
27398910737,Claiborn Kupka,3.04
61503386192,Bartholomew Lambrook,1.89
88605078476,Gard Donnachie,2.01
81196592501,Granthem Elderidge,1.85
70115155814,Orrin Desaur,3.73
41838628791,Sosanna Clemenza,3.3
84687487044,Neda Whitefoot,4.31
32572551404,Freda Posselt,3.74
36172482546,Prentice Moorfield,2.0
29844961939,Kala Layne,3.99
00435455553,Maddie Bertlin,1.81
49834625088,Domini Bensley,2.31
95742547970,Odele Humpherson,4.4
43675182969,Maryann Dimitru,4.01
73786805096,Cindee Merck,4.65
40100000679,Dulciana Labuschagne,1.72
17637553007,Georas Dreye,1.11
29446322762,Waldo Spurr,3.14
44031067157,Legra Ferrers,2.05
13223365313,Bernice Borghese,4.91
66028782586,Cybill Nettleship,2.4
49241551263,Meridel Statefield,1.04
94110815413,Jordan Radden,2.34
95152673834,Cliff Danskine,2.15
23419685868,Theadora Boorman,3.03
39337298256,Juli Lawrenceson,1.41
52073175644,Cristian Staig,1.68
74090788192,Angeli Heazel,4.49
00902730488,Shaina Cordelle,2.5
73833834030,Pasquale Hubbock,2.69
08950919150,Towney Cage,3.07
53577078811,Elsie Jurewicz,4.17
29247060852,Christi Nazareth,4.15
96004992635,Darleen Verman,1.45
95916469203,Faustina Judgkins,3.62
44145977335,Sissy Haton,1.95
93491321242,Tremayne Skryne,3.76
33245715963,Patricia MacGaffey,4.19
24756986899,Sibbie Horlick,2.32
62130784091,Tom Friett,4.32
40701188283,Shane Weymouth,3.96
09460586005,Fionnula Dudgeon,2.28
79052816071,Terrye Iacovacci,4.02
02565706229,Annmarie Sollett,2.99
87153512604,Veronique Cross,1.29
64391301801,Frans Gittings,3.55
45340576471,Merle O'Rafferty,3.09
98877095019,Knox Abby,4.41
95368279032,Fidel Lovie,3.46
76835850774,Delilah Mankor,1.12
56329742908,Cullie Newcomb,3.4
68709878148,Balduin Sallis,2.27
49221192736,Zacherie Prys,3.32
04665055805,Elwyn Dunnion,4.37
50335953315,Curry Walbridge,4.95
55732688134,Sheelagh Storer,4.75
81286093841,Baxy Sawkins,2.74
69368484398,Eolande Ropert,3.56
97745797715,Pavla Micklem,4.24
75541510866,Giralda Collingham,4.52
37232527892,Finley Nazareth,2.56
14539079250,Abra Regenhardt,2.48
40259741760,Gavin Devonald,4.41
67179187455,Valentine Blick,1.65
81011583169,Lanny Gainfort,2.1
84128210864,Quentin Dickings,4.84
28839926243,Hewet Strachan,2.51
59971168226,Alan Rojas,3.09
99793249139,Valerye Laux,4.26
82422354756,Chrisse Vearncomb,1.14
11634612580,Geno Odo,2.92
31816878702,Grange Ferschke,1.94
37324313166,Fey Royans,3.93
48011836389,Fritz Houdmont,2.72
89513226296,Avram Aspole,4.57
28698520340,Letisha Atkins,1.72
34317764013,Jacenta Whether,3.72
53813202013,Quincey Dismore,2.33
76851976909,Earl Piggford,3.15
46837141982,Blinny Evensden,4.18
08279757645,Pietro Lindermann,4.17
39524659288,Bradly Bysshe,3.38
25677545454,Shaine Minifie,1.2
28832978679,Gillian Coomes,4.49
70646489605,Garrott Underdown,2.76
77837620827,Costa Runge,3.19
64935486624,Carly Hurley,2.4
04203121356,Henry Stormes,3.58
38092635195,Emmit Griffoen,4.95
75924247696,Melinda Kiffe,2.03
50493638865,Garrick Sollime,4.03
02082471679,Abbot Niven,1.18
08000127440,Lay Whittuck,4.94
57570509428,Cole Veldman,4.18
62574228844,Josey Goldin,3.4
12620449065,Kean Jinkins,1.88
66554281501,Loy Cosgrive,1.32
16953326339,Harold Kinny,1.63
60075035038,Colline Sweet,1.2
05344007621,Vanda Noye,4.02
01877640272,Ruby McClounan,3.19
86097169417,Alayne Beauman,1.76
41047872174,Isidora Kynston,2.85
66048274269,Ronny Tackley,4.22
11489392475,Geralda Hens,3.18
68296307161,Siouxie Maureen,1.29
57209117493,Elene Boys,1.65
28899316266,Morgen MacConnal,2.91
69691338805,Quint Diben,3.94
96759835846,Bill McCully,2.57
93391507033,Blakeley Eagleton,1.66
96927449525,Celka De Ferrari,2.99
48669478911,Bobbette Newvell,3.6
62267726327,Cassy Pennini,4.65
01322927205,Yetta Gribble,4.39
98606254294,Cassaundra Jime,3.65
57513744836,Simonne Osbidston,1.51
58757786081,Tony McGaugie,1.68
75625692483,York Loyd,3.46
73425295231,Zea Gietz,2.05
77485870417,Stace Blakiston,4.04
59520540774,Lilith Willimott,4.77
27897748690,Enrique Banker,3.62
52950968477,John Whitfeld,3.75
79441116775,Aime Ruddle,4.89
42917571790,Pip McFarland,1.0
91069196596,Conny Di Nisco,3.32
59466720913,Demetre Sweeney,1.1
65053921976,Heda Fairbeard,3.02
89336039868,Lovell Demare,4.43
47102604724,Maryellen Sergant,3.09
41820925417,Odelinda Fearfull,3.88
75816687374,Judah Lube,4.22
54051559000,Berne Briskey,4.46
07298934402,Regine Taplin,1.8
29841275982,Lusa Sissons,3.85
18103664321,Bran Ionnisian,2.49
30505699148,Zara Shopcott,4.0
26002921664,Dale Yoseloff,2.18
78937107394,Anneliese Leverette,3.98
63333227696,Lolita Bleas,1.79
62949253044,Conway Eivers,1.82
99725668753,Kassi Jinkinson,1.53
81308413009,Caresse Corteney,1.91
26828647311,Flynn Tuftin,4.6
96439251257,Alida Tunnock,3.33
90905768379,Theresita Karpol,2.22
88619258617,Adora Bosquet,1.43
55954893751,Analiese Grishin,1.47
40660400386,Bernard Dillamore,1.06
29376195367,Xymenes Meagher,4.47
92287606627,Ester Trodler,2.65
93175939928,Orelle Eversfield,4.53
40815234500,Valle Vlach,1.38
62466374385,Marrilee Swafford,4.23
20746395834,Ciro Lifton,1.82
42535883519,Roderich Keepe,3.44
03293744216,Rowe Philippon,3.34
33422044357,Jaimie Fossord,3.52
68135105433,Sheba Sommerville,3.4
28720261150,Colet Jales,1.22
17319702596,Laverna Willoway,3.93
46385568316,Tyne Ferby,4.74
67961068932,Hanny Yankeev,1.09
42641213331,Renate Fuzzard,2.83
44372516014,Tiffie McCully,3.11
68714341468,Siward Langran,1.24
81970708197,Delainey Hutchason,2.67
01294150712,Lezlie Buchett,4.69
58034624231,Abagail De Gouy,4.71
78838394215,Isaak Whitebread,3.2
76858863201,Matthieu Ferrick,3.78
65025445010,Leora Hubble,3.79
02550365259,Matty Flear,3.16
15160845046,Lynnette Gorstidge,3.76
94461971066,Ritchie Eades,3.04
72059097549,Aliza Shenton,4.33
36711149660,Jolene Smogur,4.45
29666733191,Hollie Boch,3.27
66173108170,Shelba Wimbury,4.38
80827712659,Ax Hanes,2.4
74053156683,Hildy Whapham,4.41
42412925850,Eva Sonley,1.69
01192610035,Roxie Beslier,2.8
16427652848,Jarid Cavalier,4.62
81585925663,Les Churly,4.79
11359849137,Rickert Hrynczyk,1.29
82124372625,Lynnelle Crouch,1.85
17513512504,Gunter Fattori,2.39
08983028356,Nero Treslove,2.7
06990015423,Arturo Whittuck,3.71
64407405855,Estrella Lartice,3.52
67391125045,Libbey Echlin,1.57
97717437469,Hamish Castanyer,2.95
10650942938,Elvyn Slegg,1.55
98404176944,Zorah Galgey,3.58
64275450886,Fernandina Twoohy,3.88
07691553383,Pet Farres,2.46
23170220298,Haley Ord,4.53
61045160389,Rianon Philpot,1.92
46590580686,Angil O' Scallan,2.09
65271690013,Naomi Wiltsher,4.81
39736033337,Karna Durtnell,4.01
34778716132,Maire Dymock,2.82
